year,degree_of_injury,industry,sub_industry,incident_type,incident_agent,incident_agent_sub_type,no._of_injuries
2011,Major,Manufacturing,Metalworking,Falls - Falls from Height,Means of Access,Means of Access - Ladders,1
2011,Major,Manufacturing,Metalworking,Falls - Falls from Height,Physical Workplace,Physical Workplace - Structures,1
2011,Major,Manufacturing,Metalworking,"Falls - Slips, Trips & Falls",Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2011,Major,Manufacturing,Metalworking,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,2
2011,Major,Manufacturing,Metalworking,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,1
2011,Major,Manufacturing,Metalworking,"Falls - Slips, Trips & Falls",Others,Others - Goods/Cargo,1
2011,Major,Manufacturing,Metalworking,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,3
2011,Major,Manufacturing,Metalworking,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Structures,1
2011,Major,Manufacturing,Metalworking,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,3
2011,Major,Manufacturing,Metalworking,Striking against Objects,Others,Others,1
2011,Major,Manufacturing,Metalworking,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2011,Major,Manufacturing,Metalworking,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Overhead Cranes,2
2011,Major,Manufacturing,Metalworking,Struck by Falling Objects,Others,Others,1
2011,Major,Manufacturing,Metalworking,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),3
2011,Major,Manufacturing,Metalworking,Struck by Falling Objects,Vehicles,Vehicles - Forklifts,1
2011,Major,Manufacturing,Metalworking,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Electrical hand tools,1
2011,Major,Manufacturing,Metalworking,Struck by Moving Objects,Industrial Machines,Industrial Machines - Drilling Machine,1
2011,Major,Manufacturing,Metalworking,Struck by Moving Objects,Industrial Machines,Industrial Machines - Lathes or Milling Machine,2
2011,Major,Manufacturing,Metalworking,Struck by Moving Objects,Industrial Machines,Industrial Machines - Others,1
2011,Major,Manufacturing,Metalworking,Struck by Moving Objects,Industrial Machines,Industrial Machines - Saws,1
2011,Major,Manufacturing,Metalworking,Struck by Moving Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Overhead Cranes,1
2011,Major,Manufacturing,Metalworking,Struck by Moving Objects,Others,Others - Metal Items (excluding knives/needles),1
2011,Major,Manufacturing,Metalworking,Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,1
2011,Major,Manufacturing,"Manufacture of Motor Vehicles, Trailers & Semi-Trailers",Falls - Falls from Height,Physical Workplace,Physical Workplace - Structures,1
2011,Major,Manufacturing,Manufacture of Non-Metallic Mineral Products,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Guillotine Machine,1
2011,Major,Manufacturing,Manufacture of Non-Metallic Mineral Products,Falls - Falls from Height,Others,Others,1
2011,Major,Manufacturing,Manufacture of Non-Metallic Mineral Products,Falls - Falls from Height,Physical Workplace,Physical Workplace - Structures,1
2011,Major,Manufacturing,Manufacture of Non-Metallic Mineral Products,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,2
2011,Major,Manufacturing,Manufacture of Non-Metallic Mineral Products,Others,Others,Others,1
2011,Major,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Falling Objects,Physical Workplace,Physical Workplace - Form Work,1
2011,Major,Manufacturing,Manufacture of Non-Metallic Mineral Products,Struck by Moving Objects,Vehicles,Vehicles - Forklifts,1
2011,Major,Manufacturing,Other Manufacturing,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Structures,1
2011,Major,Manufacturing,Other Manufacturing,Struck by Moving Objects,Industrial Machines,Industrial Machines - Drilling Machine,1
2011,Major,Manufacturing,Manufacture of Other Transport Equipment,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,1
2011,Major,Manufacturing,Manufacture of Other Transport Equipment,Exposure to Electric current,Others,Others,1
2011,Major,Manufacturing,Manufacture of Other Transport Equipment,Falls - Falls from Height,Physical Workplace,Physical Workplace - Structures,1
2011,Major,Manufacturing,Manufacture of Other Transport Equipment,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,1
2011,Major,Manufacturing,Manufacture of Paper Products and Printing,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,1
2011,Major,Manufacturing,Manufacture of Paper Products and Printing,Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2011,Major,Manufacturing,Manufacture of Paper Products and Printing,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,1
2011,Major,Manufacturing,Manufacture of Paper Products and Printing,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,2
2011,Major,Manufacturing,Manufacture od Petrochemical Products,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,1
2011,Major,Manufacturing,Manufacture od Petrochemical Products,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Transmission Machines,1
2011,Major,Manufacturing,Manufacture od Petrochemical Products,Caught in/ betw Objects,Pressurised Equipments,Pressurised Equipments - Air / Steam Receivers,1
2011,Major,Manufacturing,Manufacture od Petrochemical Products,Exposure to Electric current,Others,Others - Electrical Installation,1
2011,Major,Manufacturing,Manufacture od Petrochemical Products,Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",1
2011,Major,Manufacturing,Manufacture od Petrochemical Products,"Falls - Slips, Trips & Falls",Industrial Machines,Industrial Machines - Others,1
2011,Major,Manufacturing,Manufacture od Petrochemical Products,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,1
2011,Major,Manufacturing,Manufacture od Petrochemical Products,"Falls - Slips, Trips & Falls",Others,Others,1
2011,Major,Manufacturing,Manufacture od Petrochemical Products,Struck by Moving Objects,Vehicles,Vehicles - Forklifts,1
2011,Major,Manufacturing,Manufacture of Pharmaceutical & Biological Products,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Transmission Machines,1
2011,Major,Manufacturing,Manufacture of Pharmaceutical & Biological Products,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Others,1
2011,Major,Manufacturing,Manufacture of Rubber & Plastic Products,"Falls - Slips, Trips & Falls",Industrial Machines,Industrial Machines - Others,1
2011,Major,Manufacturing,Manufacture of Rubber & Plastic Products,"Falls - Slips, Trips & Falls",Others,Others,1
2011,Major,Manufacturing,Manufacture of Rubber & Plastic Products,"Falls - Slips, Trips & Falls",Others,Others - Metal Items (excluding knives/needles),1
2011,Major,Manufacturing,Manufacture of Rubber & Plastic Products,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,2
2011,Major,Manufacturing,Manufacture of Rubber & Plastic Products,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),1
2011,Major,Manufacturing,Manufacture of Textile & Wearing Apparel,Falls - Falls from Height,Means of Access,Means of Access - Ladders,1
2011,Major,Manufacturing,"Manufacture of Wood & of Products of Wood & Cork, except Furniture; Manufacture of Articles of Straw & Plaiting Materials",Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Saws,3
2011,Major,Manufacturing,"Manufacture of Wood & of Products of Wood & Cork, except Furniture; Manufacture of Articles of Straw & Plaiting Materials",Struck by Moving Objects,Industrial Machines,Industrial Machines - Saws,1
2011,Major,Marine,Marine,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2011,Major,Marine,Marine,Caught in/ betw Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,2
2011,Major,Marine,Marine,Cut/Stabbed by Objects,Industrial Machines,Industrial Machines - Bar Benders,1
2011,Major,Marine,Marine,Exposure to Extreme Temperatures,Others,Others,1
2011,Major,Marine,Marine,Exposure to Extreme Temperatures,Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,1
2011,Major,Marine,Marine,Falls - Falls from Height,Means of Access,Means of Access - Ladders,3
2011,Major,Marine,Marine,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,1
2011,Major,Marine,Marine,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,1
2011,Major,Marine,Marine,"Falls - Slips, Trips & Falls",Physical Workplace,Physical Workplace - Floor/Level Surfaces,1
2011,Major,Marine,Marine,"Falls - Slips, Trips & Falls",Vehicles,Vehicles - Motor vehicles,1
2011,Major,Marine,Marine,Others,Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,1
2011,Major,Marine,Marine,Struck by Falling Objects,Industrial Machines,Industrial Machines - Others,1
2011,Major,Marine,Marine,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,2
2011,Major,Marine,Marine,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Mobile / Crawler Cranes,1
2011,Major,Marine,Marine,Struck by Falling Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Others,2
2011,Major,Marine,Marine,Struck by Falling Objects,Others,Others - Metal Items (excluding knives/needles),3
2011,Major,Marine,Marine,Struck by Moving Objects,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2011,Major,Marine,Marine,Struck by Moving Objects,Pressurised Equipments,Pressurised Equipments - Pressurised Piping /  Accessories,1
2011,Major,Marine,Marine,Struck by Moving Objects,Vehicles,Vehicles - Forklifts,1
2011,Major,Marine,Marine,Struck by Moving Objects,Vehicles,Vehicles - Motor vehicles,1
2011,Major,Mining & Quarrying,Mining & Quarrying,"Falls - Slips, Trips & Falls",Others,Others,1
2011,Major,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Others,1
2011,Major,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Industrial Machines,Industrial Machines - Transmission Machines,2
2011,Major,Others,Activities Not Adequately Defined,Caught in/ betw Objects,Vehicles,Vehicles - Motor vehicles,3
2011,Major,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Lifting Equipment Including Cranes,Lifting Equipment Including Cranes - Lifting appliances / gears,1
2011,Major,Others,Activities Not Adequately Defined,Cut/Stabbed by Objects,Others,Others,1
2011,Major,Others,Activities Not Adequately Defined,Exposure to Biological Materials,Others,"Others - Animals, Plants and Insects",1
2011,Major,Others,Activities Not Adequately Defined,Exposure to Electric current,Others,Others,1
2011,Major,Others,Activities Not Adequately Defined,Exposure to Extreme Temperatures,Industrial Hand Tools,Industrial Hand Tools - Non-electrical hand tools,1
2011,Major,Others,Activities Not Adequately Defined,Exposure to Extreme Temperatures,Others,Others,1
2011,Major,Others,Activities Not Adequately Defined,Exposure to Extreme Temperatures,Others,Others - Hot scalding liquid / Steam,3
2011,Major,Others,Activities Not Adequately Defined,Exposure to Hazardous Substances,Others,"Others - Dusts, Gas, Liquids and Chemicals",2
2011,Major,Others,Activities Not Adequately Defined,Falls - Falls from Height,Means of Access,Means of Access - Ladders,9
2011,Major,Others,Activities Not Adequately Defined,Falls - Falls from Height,Means of Access,Means of Access - Others,1
2011,Major,Others,Activities Not Adequately Defined,Falls - Falls from Height,Means of Access,Means of Access - Scaffold,1
2011,Major,Others,Activities Not Adequately Defined,Falls - Falls from Height,Others,Others,1
2011,Major,Others,Activities Not Adequately Defined,Falls - Falls from Height,Physical Workplace,Physical Workplace - Roof,4
2011,Major,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Means of Access,Means of Access - Stairs or Steps,3
2011,Major,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Others,Others,8
2011,Major,Others,Activities Not Adequately Defined,"Falls - Slips, Trips & Falls",Others,Others - Furniture and Fittings,1
